ticker,category,as_of_date,growth_rate,wacc,beta,revenue_growth,fcf_yield,dcf_over_price,mc_mean_over_price,mc_std_over_price,mc_prob_undervalued,net_cash_per_share_over_price,relative_vs_history_pct,momentum_6m,momentum_12m,annualized_volatility,realized_return_pct,realized_label
A,Health Care (S&P 500),2024-03-04,-0.0021904205607476968,0.07974341162627299,0.9206290337826227,-0.0021904205607476634,0.015602494969255563,0.2964074163403242,0.2659707588943807,0.06810328337422411,0.0,-0.027966502737310477,13.56,17.62,-0.02,26.75,12.22,UNDERVALUED
ACN,Information Technology (S&P 500),2024-03-04,0.04087131107332076,0.08776551152859748,1.0477264493909073,0.04087131107332082,0.027227326536230494,0.6215866358150625,0.6180431739070468,0.15280960467996824,0.009329446064139942,0.025631214874375963,28.86,17.99,44.74,20.79,-49.24,OVERVALUED
ADBE,Information Technology (S&P 500),2024-03-04,0.10240826990798602,0.11237248353230551,1.6096891675439473,0.10240826990798592,0.01548523586544853,0.32796973592650236,0.3479229545908897,0.1034294432856456,0.0,0.011845392996712877,43.25,0.84,65.08,31.1,-51.74,OVERVALUED
APD,Materials (S&P 500),2024-03-04,-0.007764635471626757,0.07,0.8904784255685487,-0.007764635471626794,0.031182270711586666,0.6372653540862205,0.4339427877175668,0.12096052257009085,0.0,-0.18965993053221725,7.21,-18.99,-17.1,28.42,37.41,UNDERVALUED
ADI,Information Technology (S&P 500),2024-03-04,0.02427061267844155,0.09212842955369531,1.2258727673231073,0.024270612678441477,0.04516554874208705,0.7723903065528431,0.7799457690653903,0.215612053152114,0.17235772357723578,-0.0648738536537795,15.34,7.71,6.51,25.04,97.9,UNDERVALUED
AAPL,Information Technology (S&P 500),2024-03-04,-0.02800460530319937,0.0870279225028541,1.0657160763795555,-0.028004605303199367,0.030250121697133998,0.4340141690283248,0.42954825711648387,0.10959791442052476,0.0,-0.03011859040405316,26.81,-7.34,16.56,19.01,77.76,UNDERVALUED
AMAT,Information Technology (S&P 500),2024-03-04,0.028388598022105915,0.10825157934571276,1.5426995966759793,0.028388598022105877,0.01958770498488848,0.28003476161895363,0.28918185786377426,0.07008692230500536,0.0,0.000777242945948062,119.99,36.56,77.62,34.29,136.0,UNDERVALUED
AZO,Consumer Discretionary (S&P 500),2024-03-04,0.07414237923041944,0.07,0.6306258077426548,0.07414237923041946,0.041687418535693944,1.5492020683857943,1.084699285189675,0.31650181500735736,0.5812310797174571,-0.19369101729341698,23.66,21.14,23.33,21.83,-4.03,FAIRLY VALUED
BDX,Health Care (S&P 500),2024-03-04,0.02660307366189718,0.07,0.5285493250406341,0.02660307366189719,0.031172854342408872,0.7286280900841151,0.4658062174714354,0.14664146552383098,0.0,-0.2830819910363135,7.09,-14.74,0.84,19.49,8.14,UNDERVALUED
TECH,Health Care (S&P 500),2024-03-04,0.028132261335258146,0.08289810010688985,0.9651411717270341,0.02813226133525808,0.025420248087979623,0.5588433548051939,0.5202394981475607,0.13002586523944523,0.0,-0.02352579787942158,-19.76,-4.68,-3.86,31.73,-2.27,FAIRLY VALUED
AVGO,Information Technology (S&P 500),2024-03-04,0.07878806131976024,0.11090506003775691,1.6552815215983865,0.07878806131976027,0.024137343737258763,0.39671338757771596,0.4238847317392673,0.12826581003061596,0.0030120481927710845,-0.044271034397516805,136.99,62.33,126.65,33.34,168.85,UNDERVALUED
CAH,Health Care (S&P 500),2024-03-04,0.130444613568931,0.07,0.43970506080868405,0.13044461356893108,0.10974149309153276,6.178687030093477,4.578250040271409,1.3180594880102714,1.0,-0.02290664699741788,-92.31,30.01,53.23,20.85,112.47,UNDERVALUED
COR,Health Care (S&P 500),2024-03-04,0.09885871571731775,0.07,0.1535746076792268,0.09885871571731782,0.08571850928922004,4.048039496432636,2.9937829640307276,0.7742605499266583,1.0,-0.04731562032312526,64.9,35.41,52.56,16.02,38.11,UNDERVALUED
CSCO,Information Technology (S&P 500),2024-03-04,0.10553368116841555,0.07352689331429074,0.7416082106357182,0.10553368116841554,0.0696091847546457,3.2506970148927246,2.613362439131164,0.7589759243132413,1.0,0.009245334768424408,5.42,-13.78,2.73,19.3,140.22,UNDERVALUED
COST,Consumer Staples (S&P 500),2024-03-04,0.06757316460604357,0.07,0.6543896251449023,0.06757316460604351,0.007997487200504581,0.3445591028659559,0.259198586368556,0.05677198753766877,0.0,0.01452796667494292,37.5,43.14,64.57,16.6,26.67,UNDERVALUED
DE,Industrials (S&P 500),2024-03-04,0.17483717483717487,0.07,1.0112069399954224,0.17483717483717484,0.04667181416898321,3.134629321384716,2.2318780761081913,1.054654758695333,0.8993020937188435,-0.5669889622738641,-32.79,-12.38,-14.16,25.45,76.01,UNDERVALUED
FDS,Financials (S&P 500),2024-03-04,0.13103587411844075,0.0736119094735772,0.8300678152402383,0.13103587411844078,0.04341858380801492,2.2707331644630626,1.823640908384872,0.622184885143564,0.9356223175965666,-0.08233354590177841,-18.01,7.23,11.4,19.93,-33.94,OVERVALUED
FICO,Information Technology (S&P 500),2024-03-04,0.09895445337515518,0.08698353895013654,1.0770724096471433,0.0989544533751552,0.01480457347298081,0.39138094286520314,0.3845253287976818,0.1296492304576631,0.0,-0.05476300116693174,136.51,45.14,84.51,26.53,-9.58,OVERVALUED
BEN,Financials (S&P 500),2024-03-04,-0.05146641209382141,0.07,1.3992634310655512,-0.05146641209382137,0.09696083827739663,1.5085387644909969,0.9987366700158129,0.3230380741054659,0.5005107252298263,-0.6137813002731487,76.84,5.59,-1.92,27.49,42.49,UNDERVALUED
HPE,Information Technology (S&P 500),2024-03-04,0.0224241998877035,0.07,1.320172272651952,0.022424199887703538,0.10112934017205553,2.767566050941202,1.9374765620340892,0.48228158102860147,0.9825462012320328,-0.44744561006373973,7.67,-3.19,15.75,32.01,228.02,UNDERVALUED
HRL,Consumer Staples (S&P 500),2024-03-04,-0.02799594118409099,0.07,0.37299553761605403,-0.027995941184090996,0.11963684986797996,2.798020543543137,2.0451582099109498,0.44807179090022514,0.9990059642147118,-0.15502712732658502,-6.74,-10.51,-14.25,26.69,-20.82,OVERVALUED
HPQ,Information Technology (S&P 500),2024-03-04,-0.14611349546971864,0.07257615906688533,0.9863822404926077,-0.14611349546971864,0.15102330824891413,1.3560534076712987,1.4889486811580592,0.34325705742978185,0.9254119687771032,-0.29509544742996274,20.88,-2.57,5.3,24.31,13.28,UNDERVALUED
INTU,Information Technology (S&P 500),2024-03-04,0.1290271884331291,0.10670962097437632,1.5214611921713719,0.12902718843312902,0.011611680479437506,0.24759113499997626,0.26345734159323153,0.08979801672795715,0.0,-0.020914353237339225,19.84,22.01,64.73,26.7,-44.21,OVERVALUED
JKHY,Financials (S&P 500),2024-03-04,0.06939065842325132,0.08046346735351127,0.8860431636183518,0.0693906584232512,0.01526994066808544,0.437837083194524,0.39896618986631055,0.10772116909663197,0.0,-0.021493385518085266,-2.58,10.53,5.93,25.25,-1.11,FAIRLY VALUED
J,Industrials (S&P 500),2024-03-04,0.10920350801803203,0.07322880520108557,0.920810221968633,0.10920350801803196,0.04812646947147121,1.9167784400000945,1.5064278185198796,0.4600527296372433,0.8616932103939648,-0.17968133059351232,7.78,9.12,20.26,22.09,24.93,UNDERVALUED
JCI,Industrials (S&P 500),2024-03-04,0.08208557445365128,0.08349235120716038,1.2107662088396505,0.08208557445365121,0.061067299248688034,1.5781459087157985,1.4709317719120525,0.45257592607474323,0.85375,-0.20156519018847804,19.38,2.35,-5.06,26.95,148.55,UNDERVALUED
KEYS,Information Technology (S&P 500),2024-03-04,0.008118081180811698,0.08944354116958217,1.1568152060992445,0.008118081180811807,0.040473650687397944,0.7351213881971838,0.7354983898822177,0.17968602069697234,0.09630459126539753,0.016218476699576354,-17.05,17.64,-1.38,26.88,97.85,UNDERVALUED
MKC,Consumer Staples (S&P 500),2024-03-04,0.04908274938981183,0.07,0.44988072909762067,0.049082749389811824,0.044720998585274195,1.3632469653507635,0.9421313453394459,0.25473281440088646,0.41025641025641024,-0.25750729200568695,-19.31,-13.85,-4.04,24.04,-12.49,OVERVALUED
NDSN,Industrials (S&P 500),2024-03-04,0.01480690489592229,0.07780760320497071,0.9568325417711578,0.014806904895922368,0.013279682588017726,0.19934836178122667,0.16145106604277873,0.06164769915636729,0.0,-0.1190034450770962,25.63,8.64,20.32,18.98,29.93,UNDERVALUED
PANW,Information Technology (S&P 500),2024-03-04,0.2528764882304826,0.09421961997325222,1.2182495588892943,0.2528764882304826,0.003704501805463848,0.2271476382817169,0.22884509872693518,0.09966989041107155,0.0,-0.012298879529633943,-80.05,23.37,56.29,47.34,133.05,UNDERVALUED
PH,Industrials (S&P 500),2024-03-04,0.20195884301263778,0.08967868131729674,1.3298319007648518,0.2019588430126378,0.14277620125865123,6.628201271880577,6.758408428754919,2.6464394790972716,1.0,-0.17959150343696306,15.24,27.58,51.02,27.15,91.45,UNDERVALUED
PTC,Information Technology (S&P 500),2024-03-04,0.08467491867729904,0.08488647209879807,1.04587140049963,0.08467491867729901,0.050448292573369524,1.3689436542675917,1.3253558015238893,0.37347740771487453,0.7878787878787878,-0.07194826709803658,68.39,27.58,49.97,19.71,-17.8,OVERVALUED
QCOM,Information Technology (S&P 500),2024-03-04,-0.18959276018099547,0.09721197980638811,1.3569965742915338,-0.18959276018099547,0.023789402812270148,0.07063191591709292,0.1542970649039457,0.04268023076798763,0.0,-0.03923552722140414,147.24,46.0,38.22,30.15,0.38,FAIRLY VALUED
RMD,Health Care (S&P 500),2024-03-04,0.18022445821514999,0.08317379441402815,1.0045635411594425,0.18022445821514999,0.023501594808539448,1.1182516144900951,1.0933797513221477,0.43936341861856787,0.518125,-0.05209550518669119,-21.0,14.18,-16.94,33.77,31.32,UNDERVALUED
SWKS,Information Technology (S&P 500),2024-03-04,-0.12999726551818436,0.0983521682486962,1.4177001599913777,-0.1299972655181843,0.05644338404157799,0.35801971383975195,0.4596239855751834,0.1191911275759054,0.001041124414367517,-0.05136243456224724,45.5,-3.04,-5.33,27.96,-30.23,OVERVALUED
SBUX,Consumer Discretionary (S&P 500),2024-03-04,0.11551210376337595,0.07,0.9103009788788633,0.11551210376337584,0.037437361708690456,1.7425083055481287,1.2508712520400214,0.40299000435225635,0.7115768463073853,-0.21239465616803188,-6.86,-4.56,-9.62,22.11,19.94,UNDERVALUED
SYY,Consumer Staples (S&P 500),2024-03-04,0.11202575907686918,0.07,0.5300232347179954,0.11202575907686928,0.05291719280996812,2.598562950872108,1.865731357854292,0.6209218682238509,0.9452631578947368,-0.27795814302016836,-14.35,14.76,7.17,18.47,12.98,UNDERVALUED
TPR,Consumer Discretionary (S&P 500),2024-03-04,-0.003530555763333054,0.07171933783458231,1.104763588550095,-0.003530555763333084,0.10081589414068043,2.250326153486597,1.676387219256852,0.4005320420334267,0.9713493530499075,-0.25116967231581205,34.94,43.36,10.17,34.38,191.76,UNDERVALUED
SNPS,Information Technology (S&P 500),2024-03-04,0.15215414126611826,0.10197654374179292,1.360200842282597,0.15215414126611831,0.011971944006405331,0.36052629042409406,0.3899180888418913,0.13662070262034196,0.0015313935681470138,0.00836987459721309,75.36,29.07,61.72,28.88,-33.51,OVERVALUED
SMCI,Information Technology (S&P 500),2024-03-04,0.37092884488921407,0.17707725115460896,3.049217646515246,0.370928844889214,0.0029847721034821488,0.11365880484357956,0.07842087316568402,0.015673413463185116,0.0,0.002642025616279561,991.41,280.76,998.17,95.03,-65.68,OVERVALUED
TEL,Information Technology (S&P 500),2024-03-04,-0.015171058288802941,0.08822491862625009,1.200265843519299,-0.0151710582888029,0.024081211901179497,0.3249860803812871,0.32405643486992664,0.09197345953250288,0.0,-0.06171904543380409,28.22,8.28,11.64,21.29,45.59,UNDERVALUED
TDG,Industrials (S&P 500),2024-03-04,0.2129305581138332,0.07329772794458514,0.9317473612050944,0.21293055811383313,0.021412005020798888,1.3733674210808962,1.042184462732365,0.4877995159574809,0.4713541666666667,-0.28330943542262116,38.07,33.49,58.57,22.02,15.07,UNDERVALUED
TSN,Consumer Staples (S&P 500),2024-03-04,-0.007525993769002648,0.07,0.37625762258468803,-0.007525993769002665,0.05554824781462133,1.0138473402204211,0.6300299459164935,0.23125042472982488,0.04985337243401759,-0.5068997648766549,562.39,3.51,-6.42,27.85,16.7,UNDERVALUED
