ticker,category,as_of_date,growth_rate,wacc,beta,revenue_growth,fcf_yield,dcf_over_price,mc_mean_over_price,mc_std_over_price,mc_prob_undervalued,net_cash_per_share_over_price,relative_vs_history_pct,momentum_6m,momentum_12m,annualized_volatility,realized_return_pct,realized_label
ADBE,Information Technology (S&P 500),2025-08-26,0.10519617881227394,0.08265649722050306,0.9540281158501241,0.10799113813179453,0.03929998135861169,1.4319251615820434,1.3525935352402818,0.434104946620125,0.7815942968243681,0.009947908507699502,-33.1,-19.61,-36.43,34.24,-23.3,OVERVALUED
ABT,Health Care (S&P 500),2025-08-26,-0.019700152977823904,0.07,0.24890083050709172,0.04589992271061358,0.03133090922088443,0.7052236340946002,0.5247373091581903,0.10978200738726279,0.0,-0.03324711795847076,28.23,-2.33,19.02,21.75,-11.26,OVERVALUED
AOS,Industrials (S&P 500),2025-08-26,0.008514855467064653,0.07,0.6010665211607696,-0.009006436877076411,0.06213847383275969,1.7622570598198526,1.3039217307681013,0.2668527503407663,0.8563049853372434,0.002241135144563341,-34.68,10.49,-10.59,25.18,-11.82,OVERVALUED
ABBV,Health Care (S&P 500),2025-08-26,-0.014925174470296287,0.07,0.42392685528385843,0.03711476858499945,0.03527976707956018,0.7254984546217703,0.5013460267033512,0.12991894428444078,0.0,-0.1727299681717448,127.26,4.48,9.24,27.75,29.56,UNDERVALUED
ACN,Information Technology (S&P 500),2025-08-26,0.02645576315757503,0.07608187924072415,0.7912984887395309,0.012239863382286663,0.05569753202489625,1.4802337758555815,1.2490071002818424,0.2759791492643944,0.8042977743668457,0.005648610848706402,-14.43,-28.01,-21.95,28.02,-27.54,OVERVALUED
AMD,Information Technology (S&P 500),2025-08-26,0.04524564182804358,0.13139476051458504,2.0138273069789605,0.13690476190476192,0.0004209360757703996,0.01072618867993806,0.010858454539290944,0.0009581096520372729,0.0,0.005827772514240497,-19.62,59.08,7.51,52.47,181.75,UNDERVALUED
A,Health Care (S&P 500),2025-08-26,-0.024991013700650044,0.08217879060731652,1.0153265464497379,-0.047270598565783695,0.03754876750837333,0.5883501515774784,0.5469494807133612,0.13602704531895018,0.0,-0.061577985305465564,-4.61,-11.65,-15.38,30.52,33.18,UNDERVALUED
MMM,Industrials (S&P 500),2025-08-26,-0.030786191731200563,0.08555028363710257,1.0832281832412327,-0.0014221861032100772,0.06191099648903066,0.8751043725538418,0.840047899467139,0.22422371386818704,0.24719101123595505,-0.08936696182429472,28.99,7.21,22.98,28.95,15.34,UNDERVALUED
APD,Materials (S&P 500),2025-08-26,-0.023829833172448578,0.07,0.8148928483777031,-0.039634920634920634,0.017001564730874448,0.22251157922028228,0.11675181788815792,0.06232548200128869,0.0,-0.18887483568024913,-16.51,-5.16,9.21,25.41,4.89,FAIRLY VALUED
AKAM,Information Technology (S&P 500),2025-08-26,0.050501128384586425,0.07,1.1743638081313301,0.04702302251883565,0.07459891496248244,2.3656812175955473,1.6510382031045268,0.4405551626610831,0.9318637274549099,-0.3566596655510702,-17.92,-3.32,-24.44,40.85,43.09,UNDERVALUED
ALLE,Industrials (S&P 500),2025-08-26,0.07373558021200433,0.07,0.6582093956190302,0.03325298564698148,0.04196746209871128,1.6981303805003523,1.249075499763895,0.32202886537777903,0.761569416498994,-0.10189405266598503,15.61,33.57,27.05,24.78,-4.97,FAIRLY VALUED
LNT,Utilities (S&P 500),2025-08-26,-0.026999443353579067,0.07,0.22363537399747163,-0.011422895455674199,0.07491229633264378,1.2273146257359235,0.7618556872982678,0.2722432391485212,0.2263779527559055,-0.6311739460314743,22.54,4.37,17.01,19.23,8.99,UNDERVALUED
ABNB,Consumer Discretionary (S&P 500),2025-08-26,0.14970606098682526,0.0998686764260162,1.3334177630293087,0.11949178178884744,0.02546202470804077,0.8923743025631771,0.954091575106946,0.34530444142018396,0.36414997431946583,0.060795064633872464,-26.8,-11.9,8.59,39.63,45.8,UNDERVALUED
GOOGL,Communication Services (S&P 500),2025-08-26,0.11244320123345042,0.08856244962337924,1.0491266287733365,0.13866243322901553,0.033211622978546664,1.095361096985966,1.109828836415178,0.36446786478501075,0.5585227272727272,0.0003536607351255914,20.42,20.2,25.68,31.07,64.93,UNDERVALUED
GOOG,Communication Services (S&P 500),2025-08-26,0.11244320123345042,0.08856438540975811,1.0491089668489952,0.13866243322901553,0.033082351034892744,1.0910517870582066,1.0971247002133357,0.3657832379708516,0.5449856733524355,0.0003522841564906572,19.99,19.31,24.8,30.75,63.1,UNDERVALUED
MO,Consumer Staples (S&P 500),2025-08-26,-0.005914629860937604,0.07,-0.01720687090093891,-0.0028289922934347867,0.12915269633571452,3.253975393402886,2.383315111771517,0.5247953191770484,1.0,-0.20719997246294253,3.2,25.47,36.42,19.51,7.57,UNDERVALUED
AMCR,Materials (S&P 500),2025-08-26,-0.07172995780590719,0.07,0.5260491371816467,-0.07172995780590717,0.1064585800736669,1.3948193316050697,0.9580792157978479,0.32348894536545264,0.42126379137412234,-0.5565288785674928,10.7,-15.07,-19.96,25.71,16.55,UNDERVALUED
AMT,Real Estate (S&P 500),2025-08-26,0.024671299543899794,0.07,-0.012028291175399997,0.011485987095743192,0.047678165898340646,1.0491643171253167,0.657565155013586,0.23326058911285014,0.08083832335329341,-0.44941948476077714,-11.88,5.02,-5.63,26.5,-12.02,OVERVALUED
AME,Industrials (S&P 500),2025-08-26,0.06233229138811436,0.07628538433946642,0.8088122300188914,0.052180174171397385,0.04014222159855578,1.2396810949450658,1.0608229188950933,0.25765016126185347,0.5587786259541985,-0.04111252494401817,8.72,-0.39,12.33,22.91,28.81,UNDERVALUED
AON,Financials (S&P 500),2025-08-26,0.12158520035152387,0.07,0.3970635351659334,0.1735944976076555,0.04148436068362077,2.178685759562794,1.571778473272681,0.5514582964362125,0.8562691131498471,-0.2119059300492612,17.49,-7.18,10.42,21.4,-4.16,FAIRLY VALUED
AMGN,Health Care (S&P 500),2025-08-26,0.12683809158228598,0.07,0.4427770234452241,0.18566867683575736,0.07266921436190245,4.007356651203588,2.905804093807273,0.9847836202459636,0.9969879518072289,-0.31622023030222063,14.6,-3.87,-8.98,26.68,53.04,UNDERVALUED
ADI,Information Technology (S&P 500),2025-08-26,-0.11417607544375374,0.1104961882466187,1.6321038707272777,-0.23390946142220995,0.011119181978926114,0.0357201016824953,0.04916740415213872,0.022307835205468734,0.0,-0.04519986187483547,167.81,10.35,13.85,40.06,46.78,UNDERVALUED
APH,Information Technology (S&P 500),2025-08-26,0.09815730081795504,0.09935763600878303,1.363941748328223,0.21251005599496603,0.013457709749849797,0.2899191930521475,0.3072111706466495,0.10295670365179478,0.0,-0.02703816472619953,97.36,66.66,64.68,35.37,40.27,UNDERVALUED
AAPL,Information Technology (S&P 500),2025-08-26,-0.004184211808589633,0.0971634507756332,1.2777094933895656,0.020219940775141214,0.028029647964994783,0.38289242294774556,0.39968197575039976,0.1083083986824115,0.0,-0.022204192181177626,34.75,-4.36,1.56,32.1,36.26,UNDERVALUED
APA,Energy (S&P 500),2025-08-26,-0.06235008723059188,0.08375094877151801,1.554121775037974,0.17610822563111486,0.09047437315483013,0.5206617681640738,0.4559968431344122,0.2818539816926558,0.03775959723096287,-0.7089458267196922,13.33,3.54,-18.29,53.01,107.68,UNDERVALUED
APP,Information Technology (S&P 500),2025-08-26,0.06980230347729188,0.1463150654766091,2.3682893216544265,0.7505291128821205,0.0163909588288606,0.16601987139553115,0.1699728238970007,0.036161651610870454,0.0,-0.01790555825665568,451.51,41.79,420.32,93.03,-34.21,OVERVALUED
APO,Financials (S&P 500),2025-08-26,0.5430250584955352,0.11023111819738945,1.7746160059452265,-0.20003676020095576,0.13429414296624467,27.340245856824417,8.810745524699382,2.6216788424923796,1.0,0.07457461125917794,21.11,-8.31,22.09,42.39,-1.69,FAIRLY VALUED
AMAT,Information Technology (S&P 500),2025-08-26,0.02661876696734322,0.11210258906319844,1.6490303559340005,0.02485198174755817,0.03490540118229329,0.47724878139528903,0.49560706496158324,0.11368913597137159,0.0025100401606425703,0.010580668438076183,39.19,-1.82,-17.98,45.73,203.3,UNDERVALUED
APTV,Consumer Discretionary (S&P 500),2025-08-26,0.06168057671698057,0.07682047369619782,1.2214984960829112,-0.01685701461273752,0.11764584218772209,3.3469235910376707,2.7978614960750936,0.7929319455518664,0.9992581602373887,-0.38962102458016695,-46.24,20.63,10.5,39.95,-41.12,OVERVALUED
ADM,Consumer Staples (S&P 500),2025-08-26,-0.08228793242671562,0.07,0.3901439862216861,-0.08947676584872519,0.12272779474752071,1.9143033456364653,1.4009569815614809,0.37582312739375956,0.8395560040363269,-0.3745263454203836,32.76,36.25,7.99,28.19,33.85,UNDERVALUED
ADSK,Information Technology (S&P 500),2025-08-26,0.10678589843520547,0.08482968202622977,1.0092675149937955,0.11533563762052028,0.02838982210994374,0.968653791893869,0.9448784812017816,0.3071360283554594,0.37758830694275275,-0.01588239020900825,-5.26,-1.13,10.65,27.9,-11.13,OVERVALUED
T,Communication Services (S&P 500),2025-08-26,0.006583376742410385,0.07,0.10894614177597507,-0.0007514620838370308,0.059020263403189235,1.0310207114178889,0.5806054047633895,0.2695619904241503,0.051207729468599035,-0.7031921279028732,-18.34,9.72,51.55,22.53,-7.79,OVERVALUED
ADP,Industrials (S&P 500),2025-08-26,0.06608853998956254,0.07022896930392605,0.6208047019085585,0.06608853998956263,0.02136877550044923,0.8635602995206542,0.6322095376335873,0.15310155044583226,0.00910010111223458,-0.0033737363580401097,26.64,-1.54,14.89,19.13,-5.43,OVERVALUED
AVY,Materials (S&P 500),2025-08-26,-0.01581206613125241,0.07,0.6152428420381533,0.04679411307581029,0.04387583218811737,0.851973978900512,0.5898062441824673,0.1608685413734263,0.0,-0.20885217595400937,-18.68,-5.8,-19.45,22.8,7.85,UNDERVALUED
AZO,Consumer Discretionary (S&P 500),2025-08-26,0.06663326303526085,0.07,0.24712482093720772,0.05917664158113705,0.03398344943166508,1.1932869856985377,0.844925684530011,0.23381039960998032,0.2603960396039604,-0.17057512958560378,39.25,23.2,33.74,21.63,-29.14,OVERVALUED
AVB,Real Estate (S&P 500),2025-08-26,0.059956543122562156,0.07,0.6513692321933138,0.052692483748562544,0.08520206038991407,2.945658556199175,2.0809436957901393,0.5313928069284382,0.9897854954034729,-0.3099241242913235,10.08,-11.87,-10.57,22.46,-0.33,FAIRLY VALUED
AXON,Industrials (S&P 500),2025-08-26,0.32447479524718337,0.09282712828043635,1.1529936837939132,0.3343546705674829,0.009619066230042802,0.7613709183211962,0.6170740859069876,0.2140809756759128,0.06037735849056604,-0.00452851071449049,27.81,34.35,107.45,57.51,-20.12,OVERVALUED
BKR,Energy (S&P 500),2025-08-26,0.1469170823223538,0.0856455904622203,1.1553571243973653,0.09107660942523328,0.05571785457149926,2.1502475153132954,2.1322939036160355,0.752921244492569,0.9742173112338858,-0.06139850710573419,-44.11,3.35,29.01,36.33,43.45,UNDERVALUED
BBY,Consumer Discretionary (S&P 500),2025-08-26,-0.052914052771304676,0.0791075861320395,1.2556333936290274,-0.0442787443615944,0.0586970959058633,0.700299289729189,0.6131869924852942,0.18102821253728163,0.02535211267605634,-0.1677849984400452,7.28,-16.33,-12.44,43.51,22.86,UNDERVALUED
BDX,Health Care (S&P 500),2025-08-26,0.034077547961819166,0.07,0.5051210255605484,0.041606442287838115,0.06786179307294964,1.8578744090292443,1.2649008063968612,0.35255453678607634,0.727,-0.42722668905147143,-14.64,-13.82,-16.29,29.8,25.99,UNDERVALUED
BLK,Financials (S&P 500),2025-08-26,0.06854017287431491,0.08685855544015793,1.110256943573418,0.14267316199115293,0.020999436515658235,0.5242370473224466,0.5142761763169248,0.13841988797672372,0.0,-0.00844004045915288,29.06,20.79,31.92,26.64,2.1,FAIRLY VALUED
BAX,Health Care (S&P 500),2025-08-26,0.028383119517769062,0.07,0.8315942628813126,0.02664092664092664,0.0345537706081497,0.18986077297041112,-0.1059814949221013,0.1689940724532042,0.0,-0.9414746936555437,88.71,-29.79,-33.21,39.53,8.72,UNDERVALUED
BIIB,Health Care (S&P 500),2025-08-26,-0.024757485878416086,0.07,0.6069338156360173,-0.016236935214933506,0.2060047127410624,4.95571503763543,3.6650351077866756,0.7807372227935937,1.0,-0.2135900091095347,-43.17,-2.68,-33.31,29.11,56.78,UNDERVALUED
TECH,Health Care (S&P 500),2025-08-26,0.023891978308354656,0.09429615874842083,1.231822473093076,0.019669183303979407,0.02566259440399408,0.4261593698462035,0.4392323657457654,0.12121454943336152,0.0,-0.02993465038880766,-3.33,-11.2,-21.02,42.24,27.86,UNDERVALUED
