ticker,category,as_of_date,growth_rate,wacc,beta,revenue_growth,fcf_yield,dcf_over_price,mc_mean_over_price,mc_std_over_price,mc_prob_undervalued,net_cash_per_share_over_price,relative_vs_history_pct,momentum_6m,momentum_12m,annualized_volatility,realized_return_pct,realized_label
ABBV,Health Care (S&P 500),2025-02-27,-0.06435387742446685,0.07,0.08555026589122217,-0.06435387742446688,0.030175222659099186,0.39425149104819135,0.266176773432826,0.08869295822884499,0.0,-0.13500241801176321,129.89,6.48,18.72,24.78,34.04,UNDERVALUED
AOS,Industrials (S&P 500),2025-02-27,0.026345933562428314,0.07083562705303086,0.638356302337386,0.026345933562428408,0.07600556904486852,2.369421297200734,1.8136948867008895,0.3758074460888433,0.9990262901655307,0.019602908875780124,-56.73,-18.58,-18.49,23.81,-2.25,FAIRLY VALUED
ACN,Information Technology (S&P 500),2025-02-27,0.02645576315757503,0.07,0.6006557412953776,0.012239863382286663,0.040262034527691795,1.2841356848065952,0.9556188060997898,0.1991126159308779,0.43529411764705883,0.004083207222224049,18.56,5.72,-3.99,25.22,-47.62,OVERVALUED
A,Health Care (S&P 500),2025-02-27,-0.024991013700650044,0.07399469641357119,0.7997589586946278,-0.047270598565783695,0.03510253810659305,0.690130007830173,0.553335502262345,0.12764771254212068,0.0,-0.05756629895322955,1.65,-9.63,-3.46,26.06,24.51,UNDERVALUED
ABT,Health Care (S&P 500),2025-02-27,-0.08118571461297042,0.07,0.1095085637811463,-0.08118571461297047,0.028640160281000016,0.4989560230755047,0.3753232877190727,0.09047328253166477,0.0,-0.038264677752168075,51.45,21.33,16.11,19.11,-13.27,OVERVALUED
ADBE,Information Technology (S&P 500),2025-02-27,0.10240826990798602,0.09267385704020405,1.1528486981724442,0.10240826990798592,0.02011639069081248,0.5896075970178213,0.6098315787098657,0.19987144013872893,0.043501611170784105,0.015387983462348655,9.87,-23.01,-20.87,35.46,-37.73,OVERVALUED
AKAM,Information Technology (S&P 500),2025-02-27,0.0539907881705024,0.07,1.0116535345240154,0.053990788170502346,0.06004208981530823,1.8850700654632495,1.2992283420728052,0.3509988325739176,0.7832167832167832,-0.34360876389629946,1.67,-23.14,-27.74,36.81,41.38,UNDERVALUED
ABNB,Consumer Discretionary (S&P 500),2025-02-27,0.18073580188117644,0.09755174508127659,1.2728824269697523,0.18073580188117633,0.02086658902451152,0.8985461464530173,0.9839102016212524,0.39668247248439825,0.39612768184196756,0.051366149595882135,117.84,19.45,-8.29,35.75,32.66,UNDERVALUED
LNT,Utilities (S&P 500),2025-02-27,-0.04233055885850179,0.07,0.040301905926608934,-0.04233055885850178,0.07239729794949881,1.0554851427693464,0.6511786972019326,0.25385696554306225,0.08854166666666667,-0.605365950893452,16.52,12.74,38.28,17.54,13.99,UNDERVALUED
APD,Materials (S&P 500),2025-02-27,-0.023829833172448578,0.07,0.2687942964904493,-0.039634920634920634,0.01619853657065549,0.2120017780980248,0.11548704868410568,0.05904236621909784,0.0,-0.1799537855175817,-13.03,13.78,38.41,23.93,-0.07,FAIRLY VALUED
ALLE,Industrials (S&P 500),2025-02-27,0.11580427274672211,0.07,0.6255522522379939,0.11580427274672209,0.0807128870495134,4.3490772335062315,3.163518217302901,1.0477339716098253,0.9989440337909187,-0.14096100831831182,-1.41,-6.52,-0.03,20.35,28.95,UNDERVALUED
GOOGL,Communication Services (S&P 500),2025-02-27,0.0868277022726951,0.09683360796245444,1.2384681268838784,0.08682770227269514,0.028033253292837967,0.6735045179276303,0.704607318314913,0.21633420898973377,0.10684210526315789,-0.0014713199060566694,60.69,2.57,21.77,28.67,103.23,UNDERVALUED
MO,Consumer Staples (S&P 500),2025-02-27,-0.00899071925754058,0.07,-0.045288197582028206,-0.008990719257540603,0.151058692459949,3.7214102940531757,2.7036780634470508,0.5990826242903133,1.0,-0.2567167217907534,-7.8,8.01,46.24,18.01,34.41,UNDERVALUED
GOOG,Communication Services (S&P 500),2025-02-27,0.0868277022726951,0.09688774240137484,1.2394451004064249,0.08682770227269514,0.027751112626434923,0.6660648700488153,0.6926495702336898,0.2191646695510543,0.10236220472440945,-0.0014565118074585325,61.4,2.55,21.93,28.26,99.73,UNDERVALUED
AMCR,Materials (S&P 500),2025-02-27,-0.07172995780590719,0.07,0.4015610049042943,-0.07172995780590717,0.09068544241464839,1.1881598278652774,0.795808981975614,0.2886168766789809,0.2436028659160696,-0.4740723343717131,23.07,-6.54,18.0,22.42,-0.71,FAIRLY VALUED
AMT,Real Estate (S&P 500),2025-02-27,0.03802849026478938,0.07,-0.06211152382869477,0.03802849026478943,0.03117081765031156,0.5727058771907333,0.2903191358221185,0.1703482846408048,0.0,-0.49439713195039575,11.38,-8.35,12.96,26.51,-9.08,OVERVALUED
AME,Industrials (S&P 500),2025-02-27,0.07258236282076513,0.07,0.6390574869522707,0.07258236282076504,0.05559580143608071,2.2355445290221483,1.6292838169531068,0.40683612615847914,0.9477993858751279,-0.06920401998851294,22.73,11.87,6.04,21.76,28.88,UNDERVALUED
AMGN,Health Care (S&P 500),2025-02-27,0.07092656612088288,0.07,0.5741582121384254,0.07092656612088288,0.042828431840123506,1.418929373934622,0.9684795817120138,0.3059116330012293,0.44172380019588636,-0.34061365364608703,10.68,-4.95,13.16,25.93,47.38,UNDERVALUED
APA,Energy (S&P 500),2025-02-27,-0.2524604966139955,0.07,0.6055987574329177,-0.2524604966139955,0.41435954143918147,1.6289792172413313,4.016214871610955,0.8939937475777058,1.0,-0.8972744505068886,-6.63,-26.68,-29.89,36.55,131.77,UNDERVALUED
AON,Financials (S&P 500),2025-02-27,0.07188075967625607,0.07,0.24944260011007247,0.07188075967625611,0.041874782021731935,1.5877754724362103,1.150588005688955,0.2965526544658636,0.6703967446592065,-0.14154768073936058,24.24,19.17,29.14,19.24,-12.09,OVERVALUED
APH,Information Technology (S&P 500),2025-02-27,-0.005410758139903327,0.11162891380319775,1.6562174530311393,-0.005410758139903351,0.028445101428104805,0.2918414581121733,0.30675575739180383,0.0827223187466602,0.0,-0.03691447109321074,69.75,-1.12,22.31,31.34,136.52,UNDERVALUED
